Category,Technique_Used,Strength,Guidance,L1,L2,MS_SSIM,LPIPS,Max_Patch,Label
bottle,Textual_Inversion,0.35,5.5,0.5433050394058228,0.4251704216003418,0.21559688448905945,0.601868748664856,1.0,1
bottle,Textual_Inversion,0.35,5.5,0.5434126257896423,0.42485639452934265,0.2103389948606491,0.6041526198387146,1.0,1
bottle,Textual_Inversion,0.35,5.5,0.5570061206817627,0.4323829114437103,0.19771581888198853,0.6101463437080383,1.0,1
bottle,Textual_Inversion,0.35,5.5,0.5366419553756714,0.4160241484642029,0.19850841164588928,0.6049061417579651,1.0,1
bottle,Textual_Inversion,0.35,5.5,0.5502421855926514,0.4318014979362488,0.19984930753707886,0.5988698601722717,1.0,1
bottle,Textual_Inversion,0.35,5.5,0.5482938885688782,0.4290408492088318,0.21181254088878632,0.5990393161773682,1.0,1
bottle,Textual_Inversion,0.35,5.5,0.5567330121994019,0.42936670780181885,0.1954522579908371,0.6084357500076294,1.0,1
bottle,Textual_Inversion,0.35,5.5,0.5405619144439697,0.4238145351409912,0.21527227759361267,0.6011534929275513,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5397130846977234,0.42182457447052,0.21509605646133423,0.6030422449111938,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5477807521820068,0.4293157458305359,0.2052299976348877,0.5968450903892517,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5461401343345642,0.42884406447410583,0.21177780628204346,0.5990285873413086,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5393766164779663,0.4219772219657898,0.21383872628211975,0.6011288166046143,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5461658835411072,0.42587146162986755,0.21069598197937012,0.6019982099533081,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5458347201347351,0.4244834780693054,0.20453804731369019,0.6023952960968018,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5397253036499023,0.4202544093132019,0.21225373446941376,0.6050941348075867,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5420067310333252,0.4238691031932831,0.2037258744239807,0.6014460325241089,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5371472835540771,0.4201570749282837,0.21583454310894012,0.6024945974349976,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5392878651618958,0.4228092133998871,0.21791374683380127,0.600717306137085,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5458717942237854,0.42709454894065857,0.21155384182929993,0.602225661277771,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5404886603355408,0.4209536910057068,0.20951537787914276,0.6053874492645264,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.554572582244873,0.4336235523223877,0.20763888955116272,0.6008299589157104,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5450504422187805,0.4254071116447449,0.20601236820220947,0.6020559072494507,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5399292707443237,0.421614408493042,0.21924766898155212,0.6037650108337402,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5454944372177124,0.4255902171134949,0.20939168334007263,0.6049368977546692,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5451037883758545,0.425383985042572,0.20778906345367432,0.6034252643585205,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5359995365142822,0.41918492317199707,0.21801841259002686,0.6027361154556274,1.0,0
bottle,Textual_Inversion,0.35,5.5,0.5501684546470642,0.4322037100791931,0.21111959218978882,0.600890040397644,1.0,0
bottle,Textual_Inversion,0.35,6.5,0.54654860496521,0.4266340732574463,0.20269672572612762,0.6053249835968018,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5326528549194336,0.41467759013175964,0.2152767777442932,0.6074988842010498,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5367861986160278,0.4162200689315796,0.21490076184272766,0.6120394468307495,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5270212888717651,0.4132835566997528,0.243076354265213,0.618056058883667,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5450567603111267,0.42450055480003357,0.20249012112617493,0.605765700340271,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.548588216304779,0.42868882417678833,0.20221571624279022,0.6001368761062622,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5426058173179626,0.42373842000961304,0.21886925399303436,0.6083787679672241,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5449478626251221,0.4264509081840515,0.22458402812480927,0.6065670251846313,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5369133949279785,0.41784071922302246,0.21614661812782288,0.6067885160446167,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5404438972473145,0.4210861325263977,0.21851402521133423,0.6046419739723206,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5402773022651672,0.42205020785331726,0.21939250826835632,0.6078219413757324,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5394778251647949,0.42161282896995544,0.21026712656021118,0.603017270565033,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5501814484596252,0.4286573827266693,0.2100592851638794,0.6030898094177246,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5509132146835327,0.42906567454338074,0.20423075556755066,0.6054827570915222,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5404616594314575,0.41900038719177246,0.21055784821510315,0.606694757938385,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5371755957603455,0.4167114198207855,0.2127276360988617,0.6077843904495239,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5500236749649048,0.42974957823753357,0.20712941884994507,0.6058620810508728,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5428041219711304,0.4223255515098572,0.20616018772125244,0.6099494099617004,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5388362407684326,0.421956866979599,0.2103109210729599,0.6015000343322754,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5469503402709961,0.42582130432128906,0.20737025141716003,0.605992317199707,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5381957292556763,0.4191708266735077,0.20969806611537933,0.6024090647697449,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5442076921463013,0.4239969253540039,0.20358441770076752,0.6024751663208008,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5438714623451233,0.4224953055381775,0.19913749396800995,0.6009659767150879,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5490488409996033,0.4288705587387085,0.2025902271270752,0.600106954574585,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5482819080352783,0.42845386266708374,0.20482228696346283,0.6024319529533386,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5387576818466187,0.41908106207847595,0.20564648509025574,0.6049836874008179,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5417837500572205,0.42316707968711853,0.21118569374084473,0.6006829738616943,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5421728491783142,0.42170095443725586,0.20655511319637299,0.6046697497367859,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5359087586402893,0.4150509536266327,0.21142177283763885,0.6069207191467285,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.539894700050354,0.4195912480354309,0.20750868320465088,0.60500168800354,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.541597843170166,0.4236915111541748,0.2065429538488388,0.5997018814086914,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5400118827819824,0.42036813497543335,0.21068811416625977,0.603320300579071,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.543531060218811,0.4253840446472168,0.2060999572277069,0.6029109358787537,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5414872169494629,0.42307132482528687,0.21587702631950378,0.602237343788147,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5368722677230835,0.4163399636745453,0.21174252033233643,0.6036941409111023,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.534892737865448,0.4170423746109009,0.21174395084381104,0.6004951000213623,1.0,1
bottle,Textual_Inversion,0.35,6.5,0.5370903015136719,0.41738462448120117,0.2109638750553131,0.6045610308647156,1.0,1
