L1,L2,Max_Patch,MS_SSIM,LPIPS,Image_Name,Category,Technique_Used,Strength,Guidance,Label,Split
0.030000513419508934,0.001842261292040348,0.03410782665014267,0.8599467277526855,0.35623234510421753,pill_180.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.039336010813713074,0.0031787927728146315,0.05319270119071007,0.8969912528991699,0.32212352752685547,toothbrush_010.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.022665580734610558,0.0013690271880477667,0.13925881683826447,0.9293544292449951,0.14059627056121826,bottle_143.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.02304849587380886,0.0013984113465994596,0.08874142915010452,0.9215289950370789,0.12770763039588928,bottle_055.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.023289188742637634,0.001381859416142106,0.07550937682390213,0.9287635684013367,0.12461066246032715,bottle_053.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.029435068368911743,0.0014623969327658415,0.03333175927400589,0.9200333952903748,0.3267185091972351,capsule_145.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.028100168332457542,0.001300961710512638,0.03300810232758522,0.9257264137268066,0.3177732229232788,capsule_129.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.026189547032117844,0.0013410303508862853,0.03528871387243271,0.905275821685791,0.3121303617954254,pill_222.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.029287142679095268,0.0016284857410937548,0.03868282586336136,0.8676733374595642,0.35239702463150024,pill_057.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.022706959396600723,0.0013231619959697127,0.08221955597400665,0.9292368292808533,0.12615866959095,bottle_125.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.02967701479792595,0.001602541422471404,0.0290633924305439,0.8866428136825562,0.3286685645580292,pill_063.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.03050004504621029,0.001646737102419138,0.04668751358985901,0.9023077487945557,0.33657634258270264,capsule_058.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.025758415460586548,0.0012800676049664617,0.02163422666490078,0.8976375460624695,0.3138008117675781,pill_086.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.029918884858489037,0.0015286894049495459,0.03894504904747009,0.9147144556045532,0.32814347743988037,capsule_140.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.02925070933997631,0.0016087819822132587,0.029379798099398613,0.8875036239624023,0.3222227990627289,pill_248.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.023676056414842606,0.0015197284519672394,0.13786160945892334,0.9224264025688171,0.13401669263839722,bottle_170.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.02851743996143341,0.0013807774521410465,0.04892931133508682,0.9248694181442261,0.3062472939491272,capsule_107.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.021594364196062088,0.001209770212881267,0.15153168141841888,0.9338194727897644,0.12004532665014267,bottle_078.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.022691985592246056,0.0014624428004026413,0.10911057889461517,0.9240710139274597,0.12980975210666656,bottle_103.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.02829463593661785,0.0014926394214853644,0.03211895748972893,0.8916293978691101,0.3106079697608948,pill_209.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.02210930734872818,0.0011981570860370994,0.06231912225484848,0.9306785464286804,0.13264252245426178,bottle_016.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.02659846469759941,0.001340395538136363,0.030458837747573853,0.9009327292442322,0.3113916516304016,pill_061.png,bottle,OFT_UNet,0.4,6.5,0,Train
0.026525333523750305,0.0018779896199703217,0.06217127665877342,0.8766381740570068,0.1807432323694229,bottle_broken_large_0001.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02565011940896511,0.002221893286332488,0.32735928893089294,0.8757877349853516,0.1752048283815384,bottle_broken_large_0002.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02622362971305847,0.001768799964338541,0.10010729730129242,0.8562686443328857,0.1918525993824005,bottle_broken_large_0003.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.025960605591535568,0.0016868074890226126,0.06793231517076492,0.8698047399520874,0.2273828685283661,bottle_broken_large_0004.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.025367816910147667,0.002161832991987467,0.10909339785575867,0.9069141149520874,0.14447572827339172,bottle_broken_large_0005.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.025676816701889038,0.002022066619247198,0.21063241362571716,0.8952946662902832,0.15444086492061615,bottle_broken_large_0006.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.025958269834518433,0.0019198836525902152,0.10610606521368027,0.8838643431663513,0.18878725171089172,bottle_broken_large_0007.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02448221668601036,0.0015204077353700995,0.08318581432104111,0.8842012286186218,0.18851059675216675,bottle_broken_large_0008.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02666722796857357,0.002172484528273344,0.22744770348072052,0.8827868700027466,0.17916424572467804,bottle_broken_large_0009.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.024312734603881836,0.0016764176543802023,0.19764642417430878,0.8931748270988464,0.15406771004199982,bottle_broken_large_0010.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.023707285523414612,0.0014930081088095903,0.15016064047813416,0.8951985836029053,0.16612404584884644,bottle_broken_large_0011.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.024852542206645012,0.0019724250305444,0.3181079626083374,0.8954684138298035,0.1486915647983551,bottle_broken_large_0012.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.024354442954063416,0.001779827638529241,0.11989252269268036,0.9063142538070679,0.15970581769943237,bottle_broken_large_0013.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.027007918804883957,0.0020082222763448954,0.07861477881669998,0.8620586395263672,0.18122266232967377,bottle_broken_large_0014.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.024106483906507492,0.001870250329375267,0.30762022733688354,0.9130508303642273,0.14827269315719604,bottle_broken_large_0015.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02493094466626644,0.001805893611162901,0.1785162389278412,0.895514965057373,0.15779760479927063,bottle_broken_large_0016.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.026754356920719147,0.002031734213232994,0.10995744168758392,0.8769630193710327,0.18432381749153137,bottle_broken_large_0017.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.025254113599658012,0.001934889005497098,0.12949976325035095,0.8866429328918457,0.17946463823318481,bottle_broken_large_0018.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02740703895688057,0.0021704784594476223,0.11059857904911041,0.8742169141769409,0.18374094367027283,bottle_broken_large_0019.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.026298493146896362,0.0019043803913518786,0.10858219116926193,0.8744620084762573,0.18433859944343567,bottle_broken_large_0020.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.023236816748976707,0.001631175633519888,0.18364456295967102,0.9191386103630066,0.1344728022813797,bottle_broken_small_0001.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.025733739137649536,0.0022849608212709427,0.2845369577407837,0.902823805809021,0.14492540061473846,bottle_broken_small_0002.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.027548592537641525,0.0028657629154622555,0.33255448937416077,0.8890918493270874,0.15310195088386536,bottle_broken_small_0003.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.026961613446474075,0.002471955493092537,0.231942281126976,0.8938043117523193,0.1525590866804123,bottle_broken_small_0004.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02603398822247982,0.0022505398374050856,0.11078783124685287,0.9133709669113159,0.1463402509689331,bottle_broken_small_0005.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.022360410541296005,0.0014053776394575834,0.09089970588684082,0.9128696918487549,0.14230355620384216,bottle_broken_small_0006.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02463637851178646,0.0018514718394726515,0.238327294588089,0.9112281799316406,0.1474316567182541,bottle_broken_small_0007.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02359650656580925,0.0018035032553598285,0.3307574689388275,0.9159902334213257,0.13703584671020508,bottle_broken_small_0008.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.024466093629598618,0.0015489503275603056,0.06345426291227341,0.8959199786186218,0.15734480321407318,bottle_broken_small_0009.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02447454445064068,0.0018622472416609526,0.2688769996166229,0.910720705986023,0.13555465638637543,bottle_broken_small_0010.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.025875961408019066,0.002357439836487174,0.3343733251094818,0.908143937587738,0.14443965256214142,bottle_broken_small_0011.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.025305993854999542,0.0021625137887895107,0.2482769638299942,0.9032835364341736,0.14509232342243195,bottle_broken_small_0012.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.0264833252876997,0.002230724785476923,0.12220948189496994,0.8979630470275879,0.1586000770330429,bottle_broken_small_0013.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02350027859210968,0.0015824928414076567,0.124294213950634,0.9116732478141785,0.13360357284545898,bottle_broken_small_0014.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.023068290203809738,0.0016727991169318557,0.1788410246372223,0.9138519167900085,0.12730692327022552,bottle_broken_small_0015.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02347547933459282,0.0014602564042434096,0.07213729619979858,0.9104245901107788,0.15487180650234222,bottle_broken_small_0016.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.023796305060386658,0.0017771662678569555,0.20094221830368042,0.9078213572502136,0.1384291648864746,bottle_broken_small_0017.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.025494296103715897,0.0019762010779231787,0.10843559354543686,0.915834903717041,0.14413532614707947,bottle_broken_small_0018.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.026165781542658806,0.002365291118621826,0.13848759233951569,0.9074637293815613,0.15156704187393188,bottle_broken_small_0019.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.023532148450613022,0.0018275942420586944,0.26744163036346436,0.9015342593193054,0.14617806673049927,bottle_broken_small_0020.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.025927215814590454,0.0021856490056961775,0.20708516240119934,0.8933097124099731,0.15092375874519348,bottle_broken_small_0021.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.025335481390357018,0.0022418596781790257,0.3640509247779846,0.9072030782699585,0.14102718234062195,bottle_broken_small_0022.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.021440256386995316,0.0010240047704428434,0.08586019277572632,0.9169394969940186,0.14556293189525604,bottle_contamination_0001.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.022333066910505295,0.0011420320952311158,0.08664895594120026,0.9096698760986328,0.14266782999038696,bottle_contamination_0002.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02268674224615097,0.0012522147735580802,0.07359413802623749,0.923252284526825,0.13383224606513977,bottle_contamination_0003.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02335897646844387,0.0015300180530175567,0.12091945111751556,0.914862871170044,0.13891074061393738,bottle_contamination_0004.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02287767454981804,0.0012991942930966616,0.039915889501571655,0.925287663936615,0.1383364498615265,bottle_contamination_0005.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.026143891736865044,0.0016765579348430037,0.05982594937086105,0.8949728012084961,0.15678760409355164,bottle_contamination_0006.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.026494614779949188,0.0017256902065128088,0.09437849372625351,0.8888999819755554,0.15175282955169678,bottle_contamination_0007.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02740156464278698,0.0024828955065459013,0.13101419806480408,0.8962954878807068,0.16732187569141388,bottle_contamination_0008.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.024408504366874695,0.001220835605636239,0.09315014630556107,0.8694393634796143,0.154252290725708,bottle_contamination_0009.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.023499317467212677,0.0013320068828761578,0.09063473343849182,0.8984717130661011,0.1523054838180542,bottle_contamination_0010.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02519274316728115,0.0013331715017557144,0.06071571260690689,0.8970783948898315,0.146964430809021,bottle_contamination_0011.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.025334399193525314,0.0015055050607770681,0.12691155076026917,0.8977872729301453,0.14931181073188782,bottle_contamination_0012.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.025229081511497498,0.0014726815279573202,0.054978836327791214,0.8872604370117188,0.14843814074993134,bottle_contamination_0013.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.024774298071861267,0.001510624773800373,0.06484531611204147,0.901124119758606,0.15710102021694183,bottle_contamination_0014.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.024071522057056427,0.0015806433511897922,0.130608931183815,0.9169375896453857,0.14419634640216827,bottle_contamination_0015.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.024367518723011017,0.0013952392619103193,0.0941387414932251,0.8957430124282837,0.14655965566635132,bottle_contamination_0016.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.02517106756567955,0.0016998292412608862,0.11690746247768402,0.8972629904747009,0.15451420843601227,bottle_contamination_0017.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.026765521615743637,0.0020080399699509144,0.16685424745082855,0.8880621790885925,0.169090136885643,bottle_contamination_0018.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.024506866931915283,0.0019824642222374678,0.15783855319023132,0.9220878481864929,0.1422412097454071,bottle_contamination_0019.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.023795973509550095,0.0014927050797268748,0.08738213777542114,0.9206425547599792,0.13487368822097778,bottle_contamination_0020.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.025876473635435104,0.0016360873123630881,0.11866521090269089,0.884116530418396,0.1548835188150406,bottle_contamination_0021.png,bottle,OFT_UNet,0.4,6.5,1,Test
0.023583795875310898,0.0015548616647720337,0.10439763963222504,0.9240517616271973,0.1312069296836853,bottle_good_0001.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.022368252277374268,0.0013604487758129835,0.06255647540092468,0.9308667182922363,0.12896078824996948,bottle_good_0002.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.024989714846014977,0.0016848774394020438,0.06634776294231415,0.922998309135437,0.12980452179908752,bottle_good_0003.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.02292114496231079,0.0015158135211095214,0.14073914289474487,0.9313530921936035,0.12611182034015656,bottle_good_0004.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.022626137360930443,0.0013949176063761115,0.09398238360881805,0.928296685218811,0.12929552793502808,bottle_good_0005.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.022238463163375854,0.0013049597619101405,0.0567966029047966,0.9295839071273804,0.13012200593948364,bottle_good_0006.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.024469107389450073,0.0017179760616272688,0.14188611507415771,0.9142266511917114,0.13332591950893402,bottle_good_0007.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.02394820563495159,0.001438763691112399,0.07434909790754318,0.9213592410087585,0.12616395950317383,bottle_good_0008.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.023150315508246422,0.001495172968134284,0.1029086634516716,0.9323602914810181,0.12444297969341278,bottle_good_0009.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.022317171096801758,0.0012491238303482533,0.07172000408172607,0.9337064623832703,0.13312304019927979,bottle_good_0010.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.02323932573199272,0.001472504111006856,0.10911271721124649,0.9255399107933044,0.1274074912071228,bottle_good_0011.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.0237482450902462,0.0015227701514959335,0.07685449719429016,0.9261108636856079,0.12751267850399017,bottle_good_0012.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.023647665977478027,0.0014236721908673644,0.06809157878160477,0.9182474613189697,0.1387820690870285,bottle_good_0013.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.023648476228117943,0.0015134061686694622,0.10341427475214005,0.9199396371841431,0.1329575777053833,bottle_good_0014.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.024282433092594147,0.001515814452432096,0.04981807991862297,0.9252780675888062,0.13040906190872192,bottle_good_0015.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.02301408350467682,0.0013146447017788887,0.08685703575611115,0.921005368232727,0.13396157324314117,bottle_good_0016.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.02294813096523285,0.0014071068726480007,0.08011123538017273,0.9263410568237305,0.13273552060127258,bottle_good_0017.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.022635629400610924,0.001351765589788556,0.11316423863172531,0.9288579821586609,0.13060690462589264,bottle_good_0018.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.02210405468940735,0.0011776210740208626,0.08027751743793488,0.9280750751495361,0.13432839512825012,bottle_good_0019.png,bottle,OFT_UNet,0.4,6.5,0,Test
0.024985358119010925,0.0015319574158638716,0.05137086659669876,0.9243220090866089,0.12983033061027527,bottle_good_0020.png,bottle,OFT_UNet,0.4,6.5,0,Test
